Unnamed: 0	userID	Tweet	Score	censoredScore	avgwordlen	sentlen	numsymbols	numcapltrs	numnumbers	DT	NN	VB	JJ	IN	.	PRP	NNP	WP	ORGANIZATION	PERCENT	PERSON	DATE	MONEY	TIME	LOCATION	Concrete	word_embed-0	word_embed-1	word_embed-2	word_embed-3	word_embed-4	word_embed-5	word_embed-6	word_embed-7	word_embed-8	word_embed-9	word_embed-10	word_embed-11	word_embed-12	word_embed-13	word_embed-14	word_embed-15	word_embed-16	word_embed-17	word_embed-18	word_embed-19	word_embed-20	word_embed-21	word_embed-22	word_embed-23	word_embed-24	word_embed-25	word_embed-26	word_embed-27	word_embed-28	word_embed-29	word_embed-30	word_embed-31	word_embed-32	word_embed-33	word_embed-34	word_embed-35	word_embed-36	word_embed-37	word_embed-38	word_embed-39	word_embed-40	word_embed-41	word_embed-42	word_embed-43	word_embed-44	word_embed-45	word_embed-46	word_embed-47	word_embed-48	word_embed-49	word_embed-50	word_embed-51	word_embed-52	word_embed-53	word_embed-54	word_embed-55	word_embed-56	word_embed-57	word_embed-58	word_embed-59	word_embed-60	word_embed-61	word_embed-62	word_embed-63	word_embed-64	word_embed-65	word_embed-66	word_embed-67	word_embed-68	word_embed-69	word_embed-70	word_embed-71	word_embed-72	word_embed-73	word_embed-74	word_embed-75	word_embed-76	word_embed-77	word_embed-78	word_embed-79	word_embed-80	word_embed-81	word_embed-82	word_embed-83	word_embed-84	word_embed-85	word_embed-86	word_embed-87	word_embed-88	word_embed-89	word_embed-90	word_embed-91	word_embed-92	word_embed-93	word_embed-94	word_embed-95	word_embed-96	word_embed-97	word_embed-98	word_embed-99	brnclst_100-0	brnclst_100-1	brnclst_100-2	brnclst_100-3	brnclst_100-4	brnclst_100-5	brnclst_100-6	brnclst_100-7	brnclst_100-8	brnclst_100-9	brnclst_100-10	brnclst_100-11	brnclst_100-12	brnclst_100-13	brnclst_100-14	brnclst_100-15	brnclst_100-16	brnclst_100-17	brnclst_100-18	brnclst_100-19	brnclst_100-20	brnclst_100-21	brnclst_100-22	brnclst_100-23	brnclst_100-24	brnclst_100-25	brnclst_100-26	brnclst_100-27	brnclst_100-28	brnclst_100-29	brnclst_100-30	brnclst_100-31	brnclst_100-32	brnclst_100-33	brnclst_100-34	brnclst_100-35	brnclst_100-36	brnclst_100-37	brnclst_100-38	brnclst_100-39	brnclst_100-40	brnclst_100-41	brnclst_100-42	brnclst_100-43	brnclst_100-44	brnclst_100-45	brnclst_100-46	brnclst_100-47	brnclst_100-48	brnclst_100-49	brnclst_100-50	brnclst_100-51	brnclst_100-52	brnclst_100-53	brnclst_100-54	brnclst_100-55	brnclst_100-56	brnclst_100-57	brnclst_100-58	brnclst_100-59	brnclst_100-60	brnclst_100-61	brnclst_100-62	brnclst_100-63	brnclst_100-64	brnclst_100-65	brnclst_100-66	brnclst_100-67	brnclst_100-68	brnclst_100-69	brnclst_100-70	brnclst_100-71	brnclst_100-72	brnclst_100-73	brnclst_100-74	brnclst_100-75	brnclst_100-76	brnclst_100-77	brnclst_100-78	brnclst_100-79	brnclst_100-80	brnclst_100-81	brnclst_100-82	brnclst_100-83	brnclst_100-84	brnclst_100-85	brnclst_100-86	brnclst_100-87	brnclst_100-88	brnclst_100-89	brnclst_100-90	brnclst_100-91	brnclst_100-92	brnclst_100-93	brnclst_100-94	brnclst_100-95	brnclst_100-96	brnclst_100-97	brnclst_100-98	brnclst_100-99	numurl	user_beginning	user_else	numemoji	Negative	Positive	is_female	age	education	income	faith	politics
6045	781567430	tweet	2	2	4.181818182	11	0.272727273	0.363636364	0	2	3	4	1	1	0	0	0	0	0	0	0	0	0	0	0	2.392857143	0.266751821	0.265854422	-0.079827236	-0.044294587	-0.032703197	0.252165211	0.01018492	-0.059519406	-0.106125222	0.279337405	-0.232265422	-0.133240498	-3.97710879	0.035072655	0.244385864	-0.281695701	0.183874424	-0.078973087	-0.151829065	0.011322707	0.067505342	0.117788983	-0.280112008	-0.241693036	-0.085290284	-0.556762675	-0.053519608	0.14451841	0.045048259	0.091550521	0.043336445	0.072988218	-0.123405826	0.010263324	-0.052835482	0.259334424	-0.102013038	-0.083810011	-0.050795558	0.068834801	-0.523241395	-0.081657001	0.216382578	-0.014112503	0.368258691	-0.202974274	0.050095013	0.24456268	-0.117939148	0.219118321	-0.167975987	0.283564818	-0.072158505	-0.207407625	0.065808331	0.089120499	-0.203368846	-0.046391939	0.239339318	-0.069956598	-0.179404486	0.04869503	-0.095005857	-0.012611292	0.23462066	-0.208047974	-0.194839472	0.020581535	-0.058902792	0.033655014	0.057724858	-0.118818583	0.084432758	0.127204939	-0.089111937	-0.03432186	-0.034267123	-0.090766985	-0.348190682	0.109624978	1.328636498	0.045459396	-0.168558514	0.046864241	0.135852683	0.184254239	-0.091686253	-0.009719083	-0.265464949	0.10267443	0.037626124	0.185309794	-0.261611324	0.064692844	-0.229913211	-0.081844067	-0.003486971	-0.110095161	0.105091172	-0.210408523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.181818182	0	0	0	0	0	0	0	0	0	0	0	0	0	0.090909091	0	0	0	0	0	0	0	0	0	0.090909091	0	0	0.090909091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.090909091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.090909091	0	0	0	0.090909091	0	0	0.090909091	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.090909091	0.181818182	1	20	1	8	1	7
6046	78170242	tweet	3.142857143	3	5.428571429	14	0.285714286	3.214285714	0	0	1	3	1	2	0	1	3	1	0	0	0	0	0	0	0	2.015714286	0.207782143	0.043004	-0.07751	0.153153857	0.062264071	-0.134979786	0.094128571	-0.226575214	0.223317214	-0.020447143	0.062974857	-0.201567	-4.009719286	0.036756286	-0.027747343	-0.428877071	-0.132647286	-0.178178714	0.032513643	0.006004643	-0.2022435	0.142192271	-0.148368429	0.106199786	-0.0230615	-0.125630929	-0.038938214	0.4069495	0.254185929	-0.147197579	-0.022850714	-0.175385143	-0.275956	-0.00472585	0.261810243	-0.138275571	0.091922	0.205426429	0.005043929	-0.232463929	-0.456440714	0.228543114	0.163482357	0.1816865	0.353322071	-0.003200286	-0.244522564	-0.016957643	-0.230639286	-0.2507632	-0.148136343	-0.237915071	-0.168724286	0.091671071	0.091510214	0.3029205	-0.250672993	0.072501786	-0.024141071	0.111715714	0.1282006	-0.000508071	-0.260252214	0.015387071	0.2742385	0.172342429	-0.294445214	-0.019712493	-0.132439286	0.249316986	0.1970515	0.087017143	0.146751286	0.026110571	0.002563771	-0.156776214	-0.184017988	0.042442643	-0.096689914	-0.080544786	1.249171429	0.279223429	0.010422164	0.039923786	0.039042143	-0.081107779	-0.123484286	0.048146857	-0.034764643	-0.029141143	-0.222274286	0.198145643	0.104076579	-0.083829286	-0.122140229	-0.066442143	-0.069088214	-0.071599071	0.380385714	0.056678286	0	0	0	0	0	0	0.071428571	0	0.071428571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.071428571	0	0	0	0	0.071428571	0	0.071428571	0	0	0	0	0	0	0	0	0	0	0	0	0.071428571	0	0	0.071428571	0	0	0.071428571	0	0	0	0	0	0	0	0	0	0	0	0.071428571	0	0	0	0	0	0	0	0	0.071428571	0	0	0	0	0.071428571	0	0	0.071428571	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	40	5	4	2	5
6047	78170242	tweet	2.428571429	2	3.842105263	19	0.315789474	0.315789474	0	0	3	4	2	2	2	2	0	0	0	0	0	0	0	0	0	2.39	0.128658221	-0.152536053	0.018806658	0.086037795	-0.004903053	0.221135947	0.026418526	-0.196543263	0.051225895	0.064941158	-0.001342806	-0.136250579	-4.06217	-0.013955684	-0.054990842	-0.215441158	-0.180814337	0.007859	-0.247622421	-0.070397542	-0.261112821	0.158578105	-0.267028474	0.124963368	-0.081471316	-0.343659505	-0.052712895	0.171771575	0.461453053	-0.211628074	-0.075249474	-0.030024211	-0.218738421	0.148754026	0.165516789	-0.005866368	0.060263421	0.059031663	-0.019550474	-0.053755842	-0.720148421	0.089431684	0.078345947	0.028841358	0.468017211	0.067159526	0.086287842	-0.136434684	-0.163863158	-0.059265316	-0.245514947	-0.110921053	0.167012789	0.051168316	0.250886474	0.272972526	-0.205550532	0.180419211	0.187655737	0.204442879	0.272460105	0.227461705	-0.241009137	-0.009482579	0.309313421	0.006410421	-0.119007368	-0.200406216	-0.107703632	0.155445632	0.245754763	0.118099895	0.137157616	0.010711158	0.176723158	-0.211586421	-0.168634263	-0.210331421	-0.161487368	-0.142507	1.256802632	0.202608737	-0.053441721	-0.050708789	0.254338842	0.132149116	-0.258616647	0.074829684	-0.053462632	0.124085253	0.031532421	0.102253	0.171171995	0.019322474	0.003980311	-0.057507632	-0.033929053	-0.083009105	0.160575211	-0.170922474	0	0	0	0	0	0	0	0	0	0.052631579	0	0	0	0.052631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.052631579	0	0.052631579	0	0	0	0	0	0	0	0	0	0	0	0.157894737	0	0	0	0.105263158	0	0	0	0	0	0	0.052631579	0	0	0	0	0	0	0	0	0	0	0.105263158	0	0	0	0	0	0	0	0	0.052631579	0	0	0	0	0	0.052631579	0	0.052631579	0	0	0	0	0	0	0	0.052631579	0	1	0	0	0	0.052631579	0.052631579	1	38	5	4	2	5
6048	782683129	tweet	2.142857143	2	3.105263158	19	0.052631579	0.263157895	0.052631579	0	2	3	0	4	0	2	0	0	0	0	0	0	0	0	0	2.671538462	0.109650671	0.142825433	0.120608035	-0.155529117	-0.124539013	0.25582114	0.053662418	0.001509237	0.002762707	0.276213573	-0.096299237	-0.153160041	-4.128303196	0.121580519	-0.234900152	-0.202024921	-0.232731258	-0.114275298	-0.326465001	-0.248435965	0.051042361	0.015099339	-0.319464815	0.025114812	-0.091850596	-0.358874823	-0.142774732	-0.174957952	0.156808329	-0.161301224	-0.121580337	0.136541634	-0.244654758	0.15215686	-0.010210829	0.278249988	0.105011353	-0.08320274	0.20448856	0.152198031	-0.909291831	0.055269951	0.103084091	-0.074459559	-0.026322951	-0.072088394	0.172955109	-0.16147865	-0.290611261	0.156644546	-0.277527162	0.015251127	0.01770514	-0.100256183	0.057024995	0.102939286	-0.178441389	-0.111906884	0.30459404	0.090192153	0.187702311	0.130301656	-0.047502313	-0.171879424	0.114464809	-0.149109736	-0.101882395	0.004696186	0.147077449	-0.058523673	0.116169274	0.189657849	0.109712381	-0.28792012	0.169149618	-0.037882627	0.10580842	-0.054860379	0.042388794	-0.012760247	1.402572516	0.19021231	-0.239684084	0.182729225	0.24577856	0.074048676	-0.018014886	0.034450449	0.066854217	-0.010858238	-0.207213912	0.091643514	0.136778509	0.002663866	-0.299238642	-0.093289038	-0.00581394	0.029476806	0.297529023	-0.163204319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.105263158	0	0	0.052631579	0.052631579	0	0	0	0	0.052631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0.052631579	0.052631579	0	0.052631579	0	0	0	0	0	0.052631579	0	0	0	0	0	0	0.052631579	0.052631579	0	0.052631579	0	0	0	0.052631579	0	0.052631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.052631579	0	0	0	0	0.052631579	0	0.052631579	0	0.052631579	0	0	0	0	0	0	0	0	0	0	0	0.052631579	0	0	1	20	2	6	2	3
6049	782683129	tweet	1.285714286	1	4.6	5	0.4	0.8	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	2.736666667	-0.17958459	0.31400698	-0.18737136	0.00466228	0.068246883	-0.039484296	0.467940451	-0.016676143	0.028082134	0.150594153	0.026027151	-0.045248777	-2.584989257	0.232713166	-0.243585056	-0.268527039	0.014573375	0.102202212	-0.205181711	-0.224563877	0.156670661	-0.20935234	-0.226787482	-0.014113911	-0.191970767	-0.514569797	0.099011452	-0.128991363	0.098242239	-0.272293734	-0.1654907	0.470030153	-0.260800612	0.455762574	0.359690742	-0.13845713	0.503465179	-0.085138305	-0.212303639	0.377453185	-0.406775717	0.303359812	-0.09402332	0.406858225	0.208100124	0.16778305	0.331381688	-0.292626992	-0.056681446	0.267960019	0.048721174	-0.484225764	0.173324985	0.064013256	0.143685589	0.031810483	-0.028819292	0.236025023	0.27274968	-0.27665487	0.084999401	-0.019355451	-0.004418574	-0.095182987	0.315130861	-0.396444022	-0.103028434	-0.430238486	-0.212403773	0.17500205	0.253295364	0.139820257	0.456967808	-0.090096734	-0.048592026	0.125657006	0.150940277	-0.0238265	0.339118465	0.259728744	0.731274059	-0.023634571	0.201306744	-0.23149045	0.15789913	-0.000101453	-0.230441952	-0.141972494	0.215719095	-0.031801772	-0.227682605	0.140050523	-0.060594917	-0.052893269	-0.138369894	-0.23436752	0.115812718	0.393963606	0.122487165	-0.070164019	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.2	0	0	1	20	2	6	2	3
6052	783558740	tweet	2.142857143	2	3.142857143	7	0.142857143	0.285714286	0	0	1	1	0	0	1	1	2	0	0	0	0	0	0	0	0	3.6	0.162251259	0.174066149	0.037651368	0.164151452	-0.306731073	-0.012812846	0.08814243	-0.049913673	-0.040267961	0.175262438	-0.163563261	0.144005456	-2.406232011	-0.254701495	0.194634839	0.036926716	-0.15264698	-0.205388435	-0.212485071	-0.007037679	0.145039972	0.099765136	-0.124668152	0.186703526	0.340729466	-0.246436905	0.105547684	-0.119631816	0.304536849	-0.178992176	-0.117718549	-0.019509963	-0.193319905	0.113537815	-0.068972245	0.280006325	-0.020463731	-0.079466767	0.169642882	0.283161773	-0.245003193	-0.001507828	-0.299875388	0.019884029	-0.076162944	-0.188778187	0.146214439	0.060566702	-0.013923991	-0.072114932	0.058570609	0.102390674	-0.048089992	0.177404632	0.166851834	-0.08872769	0.081312558	-0.017509153	-0.093224689	-0.031120693	0.023689638	-0.011621435	0.205650554	0.117360739	0.24285662	-0.043035126	-0.154817906	-0.276471685	-0.21036751	0.026210284	-0.144337999	-0.081351699	0.127660397	0.061582401	0.087135708	-0.254862979	-0.207526133	-0.189293626	-0.14441261	0.088021918	0.640372492	0.339905146	-0.170215545	-0.189173268	0.013525778	0.274635235	-0.02806577	0.136709342	-0.136004033	-0.102521864	0.276652551	0.027393952	0.13119171	-0.092030598	-0.01865903	0.031939649	-0.239118515	-0.035979844	-0.110388626	0.008702402	0	0	0	0	0	0	0.142857143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.142857143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.142857143	0	0	0	0	0	0	0	0	0	0.142857143	0	0	0	0.142857143	0	0	1	17	2	6	1	6
6053	783558740	tweet	2.285714286	2	3.916666667	24	0.083333333	0.083333333	0	1	3	7	2	3	0	4	0	0	0	0	0	0	0	0	0	2.7005	0.146336899	0.004865008	0.120682	0.024989125	-0.151636	0.235357833	0.000160917	-0.134885854	-0.013892179	0.130313333	-0.065395225	-0.30586915	-4.8791125	0.022609875	-0.0669155	0.027130212	-0.084040167	0.002320475	-0.369147529	-0.027387958	0.08178675	-0.003943953	-0.008125583	-0.076222733	0.07712975	-0.114854917	-0.048456437	-0.168290833	0.104679167	-0.062725	-0.016256425	0.082237125	-0.300593042	0.078383333	-0.046980904	0.188605292	0.13971775	0.001129754	0.059972409	0.056889	-0.738848583	-0.000821	-0.021945233	-0.079107696	0.092489379	-0.173738292	0.032658217	0.102726267	-0.19121525	0.170287375	-0.294391417	0.034904875	0.091845642	-0.053785917	0.04809825	0.226819767	-0.269112071	-0.081634458	0.078563792	0.227194125	0.025111708	0.131235083	-0.100759492	-0.005192708	0.173718688	-0.007086917	-0.126355125	-0.005906708	-0.038281525	-0.008611083	-0.16005675	0.10683325	0.068535125	-0.110851042	0.241367708	-0.05302172	-0.060848329	-0.061300775	-0.029299208	-0.086506458	1.6534925	0.169829979	-0.157612071	0.072279583	0.180336625	0.05320825	-0.0439082	0.0335055	0.041455417	-0.072760833	-0.024342342	0.229063917	0.037652433	0.025246375	-0.149240604	0.0326873	-0.187037042	-0.153675542	0.339024917	-0.097635167	0	0	0	0	0	0	0	0	0.041666667	0	0.041666667	0	0	0	0	0	0.041666667	0	0.083333333	0	0	0	0	0	0.041666667	0	0	0	0.041666667	0.041666667	0	0	0	0	0	0	0	0	0.041666667	0.083333333	0	0	0.041666667	0	0	0.041666667	0	0	0	0.041666667	0	0	0	0	0.041666667	0.041666667	0	0	0	0.041666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.041666667	0	0	0	0	0	0	0	0	0	0	0	0.041666667	0.041666667	0	0.083333333	0.041666667	0	0	0	0	0	0	0.041666667	0	0	0	0	0	0	0.083333333	0	1	20	2	6	1	6
6054	76848451	tweet	3	3	4.888888889	18	0.388888889	0.666666667	0	1	1	3	2	1	2	4	0	0	0	0	0	0	0	0	0	2.81125	-0.067851067	-0.093849444	0.146518889	0.016254389	-0.162409278	0.0944125	0.266337611	-0.150248667	0.208580056	0.025609222	-0.056334794	0.126130222	-3.319814444	0.211969272	-0.166754111	-0.105337711	-0.111536833	-0.068581856	-0.347821222	-0.052450572	-0.061599133	0.238153	0.046884667	-0.033841	-0.223052722	-0.164340643	0.065593111	0.129490667	0.407291278	-0.173427267	-0.018360122	0.2302595	-0.225768333	0.035259778	0.318660556	0.283099389	0.097278667	-0.051496378	0.083856183	0.067877889	-0.561558444	0.1639585	-0.074432429	-0.057366961	0.573990722	-0.015994778	-0.032857222	-0.011521	-0.145835278	0.114894222	-0.214341917	0.019906889	-0.020660611	0.035912444	0.019115078	-0.144238033	0.012439	0.042039167	0.037607222	0.2675105	0.247216111	-0.047176833	0.149760722	-0.059478889	0.290440167	0.110537667	-0.173937944	-0.238157017	-0.159197833	0.003228167	0.059356	0.128426639	-0.120951222	0.096977889	-0.078343444	-0.257564222	-0.155268167	0.057142667	-0.058603444	-0.003080722	1.155022778	0.428961111	-0.072752928	0.012475278	0.477422556	0.221740061	-0.180253389	0.276514111	-0.060231556	-0.237599344	-0.189048133	-0.003219944	0.033448	-0.349981744	0.189539444	-0.250763056	0.017517444	0.03300965	0.339248111	-0.243257722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.055555556	0	0	0.055555556	0	0	0	0	0	0	0	0	0	0.055555556	0	0	0	0	0	0.055555556	0	0	0	0	0.055555556	0	0	0	0	0	0	0	0	0	0	0	0.111111111	0	0	0	0.055555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.055555556	0	0	0	0	0	0	0	0.111111111	0	0	0	0	0	0.055555556	0.055555556	0.055555556	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	19	2	4	1	6
6055	76848451	tweet	3	3	4.043478261	23	0.391304348	0.47826087	0	2	2	2	2	3	4	0	4	0	0.130434783	0	0	0	0	0	0.043478261	2.365555556	0.050785581	0.094829474	0.121324819	0.191671344	0.0229778	0.122145349	-0.055753001	0.083516214	-0.067363111	-0.14923187	0.024431205	-0.06815101	-3.464345721	-0.17226175	0.149230095	-0.163052918	0.011885535	-0.205493463	-0.352707039	0.018156498	0.050819079	-0.064075915	-0.076599964	-0.111768179	0.175157975	-0.666572942	-0.042760633	-0.009401666	0.159440151	-0.23349908	-0.297206165	0.140308337	-0.414651896	0.206591259	0.327267766	0.075634944	0.077006825	0.072775984	-0.152237147	-0.169521265	-0.616456063	0.180377145	0.030569537	-0.092746919	0.345807349	0.011608514	0.229028898	-0.085479854	-0.130720414	-0.049229275	-0.294490439	-0.386215725	0.169732201	0.028938237	-0.048317633	0.022365893	-0.154143493	0.042704423	0.017055432	0.085035429	0.218221954	-0.050781356	0.140253195	-0.073560563	0.020988375	-0.037313459	-0.064070708	-0.322150903	-0.037387665	0.066797089	0.213230531	-0.113089379	0.0805366	0.210189532	-0.031888953	-0.174234796	-0.273154617	0.037522209	0.018600188	0.007522884	1.362920568	0.060565515	0.028808035	0.061636364	0.452715461	0.177265201	-0.065689176	0.300021198	0.145442071	-0.109980951	-0.024453914	-0.168545002	-0.095355455	-0.189802525	0.011705875	-0.056642616	0.305252524	-0.211401831	0.327073002	-0.141915204	0	0	0	0	0	0.043478261	0	0	0.043478261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.043478261	0	0	0	0.086956522	0	0	0	0	0	0	0	0	0.043478261	0	0.043478261	0	0	0	0	0	0	0	0	0	0	0	0.217391304	0	0.043478261	0.043478261	0.043478261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.086956522	0	0	0	0	0	0	0	0.043478261	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	19	2	4	1	6
6056	770338470	tweet	3.5	4	3.5	16	0.5625	0.5	0	2	3	1	0	1	1	2	2	0	0	0	0	0	0	0	0	2.442857143	0.157066086	0.1699038	0.031304083	0.12674841	-0.12778422	-0.05761906	-0.094903813	0.012732603	0.07892834	0.296253874	0.034855502	-0.026304569	-3.634339869	0.225935683	-0.046425507	-0.241372914	-0.000577623	-0.074476051	-0.266479246	0.076838462	-0.160365299	-0.099578795	-0.028089127	0.077083322	0.047764614	-0.750662035	-0.079882901	-0.125197243	0.448790427	-0.072264699	-0.251571969	-0.04089755	-0.477074277	0.202921035	0.428559484	0.006074099	0.092564253	0.035585229	0.032941224	-0.331689382	-0.667206376	-0.201326076	0.123738428	0.023757411	0.289194603	-0.003549357	0.029489303	-0.026279874	0.095513155	-0.075787292	-0.243010099	-0.095086066	0.100934897	-0.09524113	0.050452674	-0.065518793	-0.372206124	-0.086583348	0.058284745	0.147623632	-0.209752879	-0.098266393	-0.126055538	-0.066529278	0.046277188	-0.045770699	-0.170163082	-0.085906555	0.018143327	0.174838009	0.258943226	0.150139214	0.04831152	0.031851666	0.113689883	-0.216587053	-0.463874804	-0.013699245	-0.025117179	-0.255354815	1.200158556	0.267943596	0.057154969	0.061886179	0.076114618	0.117360478	-0.147648957	0.384684855	-0.072203011	-0.007669632	0.004479471	0.206842783	-0.111495749	-0.271734611	0.024395236	-0.038681475	0.293210186	-0.24307648	0.457561016	-0.071848899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0625	0.0625	0.125	0	0	0	0	0	0	0	0	0	0	0.0625	0	0	0	0	0	0	0	0	0	0	0	0.0625	0.0625	0	0	0	0	0	0	0	0	0	0.0625	0	0.0625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.125	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0625	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	15	1	1	1	9
